,date,weekly_sales,temperature_c,fuel_price_usd_per_l
68,10/1/2010,2876.19,22.16111111,0.687640176
69,11/5/2010,5036.99,14.85555556,0.710358984
70,12/3/2010,6356.96,9.594444444,0.715378255
71,1/7/2011,1376.15,9.038888889,0.786176398
72,2/5/2010,21084.08,5.727777778,0.679450839
73,3/5/2010,19659.7,8.055555556,0.693451964
74,4/2/2010,22427.62,16.81666667,0.718284149
75,5/7/2010,20457.62,22.52777778,0.748928121
76,6/4/2010,44563.68,27.05,0.714585738
77,7/2/2010,22589,27.17222222,0.70507554
78,8/6/2010,21842.57,30.64444444,0.693980309
79,9/3/2010,18005.65,27.33888889,0.6807717
80,10/1/2010,16481.79,22.16111111,0.687640176
81,11/5/2010,19136.58,14.85555556,0.710358984
82,12/3/2010,47406.83,9.594444444,0.715378255
83,1/7/2011,17516.16,9.038888889,0.786176398
84,2/5/2010,40129.01,5.727777778,0.679450839
85,3/5/2010,38776.09,8.055555556,0.693451964
86,4/2/2010,38151.58,16.81666667,0.718284149
87,5/7/2010,35393.78,22.52777778,0.748928121
88,6/4/2010,35181.47,27.05,0.714585738
89,7/2/2010,35580.01,27.17222222,0.70507554
90,8/6/2010,34833.35,30.64444444,0.693980309
91,9/3/2010,35562.68,27.33888889,0.6807717
92,10/1/2010,34658.25,22.16111111,0.687640176
93,11/5/2010,36182.58,14.85555556,0.710358984
94,12/3/2010,36222.74,9.594444444,0.715378255
95,1/7/2011,36599.46,9.038888889,0.786176398
96,2/5/2010,16930.99,5.727777778,0.679450839
97,3/5/2010,24064.7,8.055555556,0.693451964
98,4/2/2010,25435.02,16.81666667,0.718284149
99,5/7/2010,27588.34,22.52777778,0.748928121
100,6/4/2010,36317.39,27.05,0.714585738
101,7/2/2010,21032.55,27.17222222,0.70507554
102,8/6/2010,19224.82,30.64444444,0.693980309
103,9/3/2010,39639.39,27.33888889,0.6807717
104,10/1/2010,44977.91,22.16111111,0.687640176
105,11/5/2010,48794.36,14.85555556,0.710358984
106,12/3/2010,21979.41,9.594444444,0.715378255
107,1/7/2011,16131.88,9.038888889,0.786176398
108,2/5/2010,30721.5,5.727777778,0.679450839
109,3/5/2010,33299.27,8.055555556,0.693451964
110,4/2/2010,31794.04,16.81666667,0.718284149
111,5/7/2010,32902.69,22.52777778,0.748928121
112,6/4/2010,34227.73,27.05,0.714585738
113,7/2/2010,29779.96,27.17222222,0.70507554
114,8/6/2010,35078.09,30.64444444,0.693980309
115,9/3/2010,33457.07,27.33888889,0.6807717
116,10/1/2010,29764.24,22.16111111,0.687640176
117,11/5/2010,31543.83,14.85555556,0.710358984
118,12/3/2010,26558.42,9.594444444,0.715378255
119,1/7/2011,24500.27,9.038888889,0.786176398
120,2/5/2010,24213.18,5.727777778,0.679450839
121,3/5/2010,19082.9,8.055555556,0.693451964
122,4/2/2010,21762.46,16.81666667,0.718284149
123,5/7/2010,28928.31,22.52777778,0.748928121
124,6/4/2010,36263.69,27.05,0.714585738
125,7/2/2010,26880.74,27.17222222,0.70507554
126,8/6/2010,37289.02,30.64444444,0.693980309
127,9/3/2010,17303.3,27.33888889,0.6807717
128,10/1/2010,16227.08,22.16111111,0.687640176
129,11/5/2010,25063.26,14.85555556,0.710358984
130,12/3/2010,29564.78,9.594444444,0.715378255
131,1/7/2011,22496.85,9.038888889,0.786176398
132,2/5/2010,8449.54,5.727777778,0.679450839
133,3/5/2010,10239.06,8.055555556,0.693451964
134,4/2/2010,12033.5,16.81666667,0.718284149
135,5/7/2010,12761.39,22.52777778,0.748928121
136,6/4/2010,13358.92,27.05,0.714585738
137,7/2/2010,10720.79,27.17222222,0.70507554
138,8/6/2010,12887.52,30.64444444,0.693980309
139,9/3/2010,11239.43,27.33888889,0.6807717
140,10/1/2010,9759.85,22.16111111,0.687640176
141,11/5/2010,9345.99,14.85555556,0.710358984
142,12/3/2010,7943.22,9.594444444,0.715378255
143,1/7/2011,8022.82,9.038888889,0.786176398
144,2/5/2010,41969.29,5.727777778,0.679450839
145,3/5/2010,40423.95,8.055555556,0.693451964
146,4/2/2010,38104.53,16.81666667,0.718284149
147,5/7/2010,40113.4,22.52777778,0.748928121
148,6/4/2010,41388.81,27.05,0.714585738
149,7/2/2010,41214.94,27.17222222,0.70507554
150,8/6/2010,42038.03,30.64444444,0.693980309
151,9/3/2010,44863.15,27.33888889,0.6807717
152,10/1/2010,40474.22,22.16111111,0.687640176
153,11/5/2010,41085.66,14.85555556,0.710358984
154,12/3/2010,36170.88,9.594444444,0.715378255
155,1/7/2011,39764.56,9.038888889,0.786176398
156,2/5/2010,19466.91,5.727777778,0.679450839
157,3/5/2010,18268.78,8.055555556,0.693451964
158,4/2/2010,14333.75,16.81666667,0.718284149
159,5/7/2010,14460.84,22.52777778,0.748928121
160,6/4/2010,14491.35,27.05,0.714585738
161,7/2/2010,13494.79,27.17222222,0.70507554
162,8/6/2010,14404.15,30.64444444,0.693980309
163,9/3/2010,13995.39,27.33888889,0.6807717
164,10/1/2010,12943.86,22.16111111,0.687640176
165,11/5/2010,14092.03,14.85555556,0.710358984
166,12/3/2010,17685.93,9.594444444,0.715378255
167,1/7/2011,17744.78,9.038888889,0.786176398
168,2/5/2010,10217.55,5.727777778,0.679450839
169,3/5/2010,17129.81,8.055555556,0.693451964
170,4/2/2010,46060.69,16.81666667,0.718284149
171,5/7/2010,52933.2,22.52777778,0.748928121
172,6/4/2010,47485.63,27.05,0.714585738
173,7/2/2010,32420.4,27.17222222,0.70507554
174,8/6/2010,24218.72,30.64444444,0.693980309
175,9/3/2010,22888.26,27.33888889,0.6807717
176,10/1/2010,16248.15,22.16111111,0.687640176
177,11/5/2010,6063.75,14.85555556,0.710358984
178,12/3/2010,4716.26,9.594444444,0.715378255
179,1/7/2011,5324.47,9.038888889,0.786176398
180,2/5/2010,13223.76,5.727777778,0.679450839
181,3/5/2010,12657.65,8.055555556,0.693451964
182,4/2/2010,9572.23,16.81666667,0.718284149
183,5/7/2010,9970,22.52777778,0.748928121
184,6/4/2010,9212.09,27.05,0.714585738
185,7/2/2010,9242.3,27.17222222,0.70507554
186,8/6/2010,9851.77,30.64444444,0.693980309
187,9/3/2010,10118.25,27.33888889,0.6807717
188,10/1/2010,8648.02,22.16111111,0.687640176
189,11/5/2010,9250.94,14.85555556,0.710358984
190,12/3/2010,11045.34,9.594444444,0.715378255
191,1/7/2011,8582.2,9.038888889,0.786176398
192,2/5/2010,4729.5,5.727777778,0.679450839
193,3/5/2010,634.61,8.055555556,0.693451964
194,4/2/2010,17916.41,16.81666667,0.718284149
195,5/14/2010,0.5,23.76666667,0.753947393
196,6/4/2010,4.1,27.05,0.714585738
197,8/20/2010,1,30.36111111,0.703754679
198,9/3/2010,132,27.33888889,0.6807717
199,10/1/2010,3389.42,22.16111111,0.687640176
200,11/5/2010,12033.61,14.85555556,0.710358984
201,12/3/2010,53845.12,9.594444444,0.715378255
202,1/7/2011,5180.76,9.038888889,0.786176398
203,7/1/2011,0.5,29.75,0.930942751
204,2/5/2010,1947.05,5.727777778,0.679450839
205,3/5/2010,1556.65,8.055555556,0.693451964
206,4/2/2010,1514.32,16.81666667,0.718284149
207,5/7/2010,1616.77,22.52777778,0.748928121
208,6/4/2010,1106.84,27.05,0.714585738
209,7/2/2010,1537.76,27.17222222,0.70507554
210,8/6/2010,2169.9,30.64444444,0.693980309
211,9/3/2010,1460.74,27.33888889,0.6807717
212,10/1/2010,1583.2,22.16111111,0.687640176
213,11/5/2010,1344.66,14.85555556,0.710358984
214,12/3/2010,1616.77,9.594444444,0.715378255
215,1/7/2011,955.71,9.038888889,0.786176398
216,2/5/2010,5034.1,5.727777778,0.679450839
217,3/5/2010,4215.67,8.055555556,0.693451964
218,4/2/2010,3468.69,16.81666667,0.718284149
219,5/7/2010,4249.64,22.52777778,0.748928121
220,6/4/2010,7150.79,27.05,0.714585738
221,7/2/2010,5958.02,27.17222222,0.70507554
222,8/6/2010,4764.92,30.64444444,0.693980309
223,9/3/2010,3985.35,27.33888889,0.6807717
224,10/1/2010,3859.87,22.16111111,0.687640176
225,11/5/2010,2961.74,14.85555556,0.710358984
226,12/3/2010,2656.78,9.594444444,0.715378255
227,1/7/2011,3218.91,9.038888889,0.786176398
228,2/5/2010,8907.63,5.727777778,0.679450839
229,3/5/2010,8275.44,8.055555556,0.693451964
230,4/2/2010,8432.73,16.81666667,0.718284149
231,5/7/2010,8356.06,22.52777778,0.748928121
232,6/4/2010,8326.97,27.05,0.714585738
233,7/2/2010,8662.48,27.17222222,0.70507554
234,8/6/2010,7573.36,30.64444444,0.693980309
235,9/3/2010,8664.27,27.33888889,0.6807717
236,10/1/2010,7880.07,22.16111111,0.687640176
237,11/5/2010,7608.28,14.85555556,0.710358984
238,12/3/2010,8844.39,9.594444444,0.715378255
239,1/7/2011,7716.16,9.038888889,0.786176398
240,2/5/2010,13623.98,5.727777778,0.679450839
241,3/5/2010,8219.49,8.055555556,0.693451964
242,4/2/2010,7589.35,16.81666667,0.718284149
243,5/7/2010,7175.17,22.52777778,0.748928121
244,6/4/2010,7708.71,27.05,0.714585738
245,7/2/2010,6785.55,27.17222222,0.70507554
246,8/6/2010,7703.29,30.64444444,0.693980309
247,9/3/2010,7244.16,27.33888889,0.6807717
248,10/1/2010,8353.58,22.16111111,0.687640176
249,11/5/2010,8085.19,14.85555556,0.710358984
250,12/3/2010,9384.42,9.594444444,0.715378255
251,1/7/2011,7742.97,9.038888889,0.786176398
252,2/5/2010,24146.49,5.727777778,0.679450839
253,3/5/2010,18993.69,8.055555556,0.693451964
254,4/2/2010,18666.57,16.81666667,0.718284149
255,5/7/2010,22172.27,22.52777778,0.748928121
256,6/4/2010,28857.18,27.05,0.714585738
257,7/2/2010,23137.32,27.17222222,0.70507554
258,8/6/2010,22200.83,30.64444444,0.693980309
259,9/3/2010,19045.76,27.33888889,0.6807717
260,10/1/2010,18377.92,22.16111111,0.687640176
261,11/5/2010,26416.48,14.85555556,0.710358984
262,12/3/2010,24834.59,9.594444444,0.715378255
263,1/7/2011,16955.3,9.038888889,0.786176398
264,2/5/2010,8272.9,5.727777778,0.679450839
265,3/5/2010,6885.9,8.055555556,0.693451964
266,4/2/2010,7219.38,16.81666667,0.718284149
267,5/7/2010,5675.4,22.52777778,0.748928121
268,6/4/2010,6024.48,27.05,0.714585738
269,7/2/2010,4608.04,27.17222222,0.70507554
270,8/6/2010,10293.02,30.64444444,0.693980309
271,9/3/2010,4759.52,27.33888889,0.6807717
272,10/1/2010,5430.09,22.16111111,0.687640176
273,11/5/2010,7834.13,14.85555556,0.710358984
274,12/3/2010,8971.35,9.594444444,0.715378255
275,1/7/2011,4858.97,9.038888889,0.786176398
276,2/5/2010,11609.5,5.727777778,0.679450839
277,3/5/2010,10345.5,8.055555556,0.693451964
278,4/2/2010,14964.5,16.81666667,0.718284149
279,5/7/2010,11446.25,22.52777778,0.748928121
280,6/4/2010,13504.5,27.05,0.714585738
281,7/2/2010,10504.25,27.17222222,0.70507554
282,8/6/2010,8737.4,30.64444444,0.693980309
283,9/3/2010,9170.32,27.33888889,0.6807717
284,10/1/2010,8643.04,22.16111111,0.687640176
285,11/5/2010,10713.05,14.85555556,0.710358984
286,12/3/2010,10536.65,9.594444444,0.715378255
287,1/7/2011,6747.11,9.038888889,0.786176398
288,2/5/2010,11737.12,5.727777778,0.679450839
289,3/5/2010,8772.65,8.055555556,0.693451964
290,4/2/2010,9137.94,16.81666667,0.718284149
291,5/7/2010,7994.2,22.52777778,0.748928121
292,6/4/2010,7184.92,27.05,0.714585738
293,7/2/2010,5552.42,27.17222222,0.70507554
294,8/6/2010,6151.1,30.64444444,0.693980309
295,9/3/2010,6357.16,27.33888889,0.6807717
296,10/1/2010,8255.99,22.16111111,0.687640176
297,11/5/2010,9601.7,14.85555556,0.710358984
298,12/3/2010,8572.96,9.594444444,0.715378255
299,1/7/2011,4010.16,9.038888889,0.786176398
300,2/5/2010,2293,5.727777778,0.679450839
301,3/5/2010,1467.5,8.055555556,0.693451964
302,4/2/2010,934.5,16.81666667,0.718284149
303,5/7/2010,966.75,22.52777778,0.748928121
304,6/4/2010,827.52,27.05,0.714585738
305,7/2/2010,849.69,27.17222222,0.70507554
306,8/6/2010,1317.52,30.64444444,0.693980309
307,9/3/2010,867.29,27.33888889,0.6807717
308,10/1/2010,1042.3,22.16111111,0.687640176
309,11/5/2010,1654.8,14.85555556,0.710358984
310,12/3/2010,2385.59,9.594444444,0.715378255
311,1/7/2011,1562.57,9.038888889,0.786176398
312,2/5/2010,1085.29,5.727777778,0.679450839
313,3/5/2010,1002.2,8.055555556,0.693451964
314,4/2/2010,995.36,16.81666667,0.718284149
315,5/7/2010,773.22,22.52777778,0.748928121
316,6/4/2010,483.93,27.05,0.714585738
317,7/2/2010,446.76,27.17222222,0.70507554
318,8/6/2010,532.59,30.64444444,0.693980309
319,9/3/2010,406.39,27.33888889,0.6807717
320,10/1/2010,741.36,22.16111111,0.687640176
321,11/5/2010,857.28,14.85555556,0.710358984
322,12/3/2010,731.31,9.594444444,0.715378255
323,1/7/2011,656.29,9.038888889,0.786176398
324,2/5/2010,7024.95,5.727777778,0.679450839
325,3/5/2010,5306.7,8.055555556,0.693451964
326,4/2/2010,4143.54,16.81666667,0.718284149
327,5/7/2010,5277.46,22.52777778,0.748928121
328,6/4/2010,4062.22,27.05,0.714585738
329,7/2/2010,5222.08,27.17222222,0.70507554
330,8/6/2010,5511.97,30.64444444,0.693980309
331,9/3/2010,4892.98,27.33888889,0.6807717
332,10/1/2010,3425.58,22.16111111,0.687640176
333,11/5/2010,5087.02,14.85555556,0.710358984
334,12/3/2010,5539.2,9.594444444,0.715378255
335,1/7/2011,4993.4,9.038888889,0.786176398
336,2/5/2010,5491,5.727777778,0.679450839
337,3/5/2010,4360.5,8.055555556,0.693451964
338,4/2/2010,4278.26,16.81666667,0.718284149
339,5/7/2010,5308.69,22.52777778,0.748928121
340,6/4/2010,4230.56,27.05,0.714585738
341,7/2/2010,4124.82,27.17222222,0.70507554
342,8/6/2010,4505.88,30.64444444,0.693980309
343,9/3/2010,3485.88,27.33888889,0.6807717
344,10/1/2010,3257.42,22.16111111,0.687640176
345,11/5/2010,2915,14.85555556,0.710358984
346,12/3/2010,2830.96,9.594444444,0.715378255
347,1/7/2011,2785.92,9.038888889,0.786176398
348,2/5/2010,3455.92,5.727777778,0.679450839
349,3/5/2010,2595.8,8.055555556,0.693451964
350,4/2/2010,1601,16.81666667,0.718284149
351,5/7/2010,2117.3,22.52777778,0.748928121
352,6/4/2010,1864.96,27.05,0.714585738
353,7/2/2010,1581.34,27.17222222,0.70507554
354,8/6/2010,3989.01,30.64444444,0.693980309
355,9/3/2010,2805.56,27.33888889,0.6807717
356,10/1/2010,1915.08,22.16111111,0.687640176
357,11/5/2010,2618.32,14.85555556,0.710358984
358,12/3/2010,3199.9,9.594444444,0.715378255
359,1/7/2011,2149.06,9.038888889,0.786176398
360,2/5/2010,11875.84,5.727777778,0.679450839
361,3/5/2010,9907.51,8.055555556,0.693451964
362,4/2/2010,7648.28,16.81666667,0.718284149
363,5/7/2010,9616.73,22.52777778,0.748928121
364,6/4/2010,8841.86,27.05,0.714585738
365,7/2/2010,6939.97,27.17222222,0.70507554
366,8/6/2010,5571.23,30.64444444,0.693980309
367,9/3/2010,6516.53,27.33888889,0.6807717
368,10/1/2010,6695.46,22.16111111,0.687640176
369,11/5/2010,5804.88,14.85555556,0.710358984
370,12/3/2010,9755.72,9.594444444,0.715378255
371,1/7/2011,5276.25,9.038888889,0.786176398
372,2/5/2010,8589.77,5.727777778,0.679450839
373,3/5/2010,6214.6,8.055555556,0.693451964
374,4/2/2010,7681.63,16.81666667,0.718284149
375,5/7/2010,5779,22.52777778,0.748928121
376,6/4/2010,7048.49,27.05,0.714585738
377,7/2/2010,4791.4,27.17222222,0.70507554
378,8/6/2010,9313.16,30.64444444,0.693980309
379,9/3/2010,4049.83,27.33888889,0.6807717
380,10/1/2010,5114.13,22.16111111,0.687640176
381,11/5/2010,7503.79,14.85555556,0.710358984
382,12/3/2010,8736,9.594444444,0.715378255
383,1/7/2011,3835.59,9.038888889,0.786176398
384,2/5/2010,14350.83,5.727777778,0.679450839
385,3/5/2010,12571.5,8.055555556,0.693451964
386,4/2/2010,10282.66,16.81666667,0.718284149
387,5/7/2010,15135.17,22.52777778,0.748928121
388,6/4/2010,16317.32,27.05,0.714585738
389,7/2/2010,11627.5,27.17222222,0.70507554
390,8/6/2010,9872.5,30.64444444,0.693980309
391,9/3/2010,8629.5,27.33888889,0.6807717
392,10/1/2010,8534.5,22.16111111,0.687640176
393,11/5/2010,12338.25,14.85555556,0.710358984
394,12/3/2010,11624.3,9.594444444,0.715378255
395,1/7/2011,8186.25,9.038888889,0.786176398
396,2/5/2010,2770,5.727777778,0.679450839
397,3/5/2010,2752,8.055555556,0.693451964
398,4/2/2010,2275,16.81666667,0.718284149
399,5/7/2010,3639,22.52777778,0.748928121
400,6/4/2010,3409,27.05,0.714585738
401,7/2/2010,2799.04,27.17222222,0.70507554
402,8/6/2010,2639,30.64444444,0.693980309
403,9/3/2010,2273,27.33888889,0.6807717
404,10/1/2010,1816,22.16111111,0.687640176
405,11/5/2010,3199,14.85555556,0.710358984
406,12/3/2010,3023,9.594444444,0.715378255
407,1/7/2011,2029.75,9.038888889,0.786176398
408,2/5/2010,120,5.727777778,0.679450839
409,3/5/2010,648,8.055555556,0.693451964
410,4/2/2010,886.5,16.81666667,0.718284149
411,5/7/2010,1455.5,22.52777778,0.748928121
412,6/4/2010,5850,27.05,0.714585738
413,7/2/2010,2807,27.17222222,0.70507554
414,8/6/2010,1596,30.64444444,0.693980309
415,9/3/2010,591,27.33888889,0.6807717
416,10/1/2010,142,22.16111111,0.687640176
417,11/5/2010,1375,14.85555556,0.710358984
418,12/3/2010,2188,9.594444444,0.715378255
419,1/7/2011,786,9.038888889,0.786176398
420,2/5/2010,3438.16,5.727777778,0.679450839
421,3/5/2010,3647.82,8.055555556,0.693451964
422,4/2/2010,2973.38,16.81666667,0.718284149
423,5/7/2010,3529.85,22.52777778,0.748928121
424,6/4/2010,3145.77,27.05,0.714585738
425,7/2/2010,2939,27.17222222,0.70507554
426,8/6/2010,2846.27,30.64444444,0.693980309
427,9/3/2010,3198.28,27.33888889,0.6807717
428,10/1/2010,3030.43,22.16111111,0.687640176
429,11/5/2010,2871.57,14.85555556,0.710358984
430,12/3/2010,2475.6,9.594444444,0.715378255
431,1/7/2011,2279.17,9.038888889,0.786176398
432,2/5/2010,115564.35,5.727777778,0.679450839
433,3/5/2010,108282.86,8.055555556,0.693451964
434,4/2/2010,101566.87,16.81666667,0.718284149
435,5/7/2010,107634.21,22.52777778,0.748928121
436,6/4/2010,96137.67,27.05,0.714585738
437,7/2/2010,100958.25,27.17222222,0.70507554
438,8/6/2010,93809.75,30.64444444,0.693980309
439,9/3/2010,90990.93,27.33888889,0.6807717
440,10/1/2010,112126.81,22.16111111,0.687640176
441,11/5/2010,77547.67,14.85555556,0.710358984
442,12/3/2010,87338.34,9.594444444,0.715378255
443,1/7/2011,85242.8,9.038888889,0.786176398
444,2/5/2010,66780.63,5.727777778,0.679450839
445,3/5/2010,67000.83,8.055555556,0.693451964
446,4/2/2010,62278.04,16.81666667,0.718284149
447,5/7/2010,61099.85,22.52777778,0.748928121
448,6/4/2010,58507.93,27.05,0.714585738
449,7/2/2010,56751.6,27.17222222,0.70507554
450,8/6/2010,57414.42,30.64444444,0.693980309
451,9/3/2010,60555.12,27.33888889,0.6807717
452,10/1/2010,58625.28,22.16111111,0.687640176
453,11/5/2010,62762.19,14.85555556,0.710358984
454,12/3/2010,63116.31,9.594444444,0.715378255
455,1/7/2011,63517.55,9.038888889,0.786176398
456,2/5/2010,1011.83,5.727777778,0.679450839
457,3/5/2010,1405.96,8.055555556,0.693451964
458,4/2/2010,1450.76,16.81666667,0.718284149
459,5/7/2010,964,22.52777778,0.748928121
460,6/4/2010,736.88,27.05,0.714585738
461,7/2/2010,556,27.17222222,0.70507554
462,8/6/2010,1044,30.64444444,0.693980309
463,9/3/2010,3767,27.33888889,0.6807717
464,10/1/2010,1521,22.16111111,0.687640176
465,11/5/2010,2228.87,14.85555556,0.710358984
466,12/3/2010,1238,9.594444444,0.715378255
467,1/7/2011,565.75,9.038888889,0.786176398
468,2/5/2010,8366.71,5.727777778,0.679450839
469,3/5/2010,9701.14,8.055555556,0.693451964
470,4/2/2010,9263.75,16.81666667,0.718284149
471,5/7/2010,9415.84,22.52777778,0.748928121
472,6/4/2010,8686.52,27.05,0.714585738
473,7/2/2010,8204.64,27.17222222,0.70507554
474,8/6/2010,8670.44,30.64444444,0.693980309
475,9/3/2010,9462.86,27.33888889,0.6807717
476,10/1/2010,7578.6,22.16111111,0.687640176
477,11/5/2010,8004.7,14.85555556,0.710358984
478,12/3/2010,7032.59,9.594444444,0.715378255
479,1/7/2011,7935.25,9.038888889,0.786176398
480,2/5/2010,4674.75,5.727777778,0.679450839
481,3/5/2010,4465.33,8.055555556,0.693451964
482,4/2/2010,4216.19,16.81666667,0.718284149
483,5/7/2010,5201.2,22.52777778,0.748928121
484,6/4/2010,4407.29,27.05,0.714585738
485,7/2/2010,4137.45,27.17222222,0.70507554
486,8/6/2010,5151.43,30.64444444,0.693980309
487,9/3/2010,5213.53,27.33888889,0.6807717
488,10/1/2010,4484.02,22.16111111,0.687640176
489,11/5/2010,4669.76,14.85555556,0.710358984
490,12/3/2010,5773.13,9.594444444,0.715378255
491,1/7/2011,3825.19,9.038888889,0.786176398
492,2/5/2010,37.44,5.727777778,0.679450839
493,3/5/2010,74.35,8.055555556,0.693451964
494,4/2/2010,13.5,16.81666667,0.718284149
495,5/7/2010,2.5,22.52777778,0.748928121
496,6/4/2010,5,27.05,0.714585738
497,7/2/2010,5,27.17222222,0.70507554
498,9/10/2010,11.47,25.93888889,0.677601634
499,10/1/2010,22.94,22.16111111,0.687640176
500,11/5/2010,10.47,14.85555556,0.710358984
501,12/17/2010,22.94,9.911111111,0.757909975
502,1/7/2011,22.94,9.038888889,0.786176398
503,8/26/2011,35.91,31.08888889,0.930678579
504,2/5/2010,20837.77,5.727777778,0.679450839
505,3/5/2010,20565.45,8.055555556,0.693451964
506,4/2/2010,19053.49,16.81666667,0.718284149
507,5/7/2010,19219.2,22.52777778,0.748928121
508,6/4/2010,22445.36,27.05,0.714585738
509,7/2/2010,19082.57,27.17222222,0.70507554
510,8/6/2010,19380.82,30.64444444,0.693980309
511,9/3/2010,18797.69,27.33888889,0.6807717
512,10/1/2010,17058.26,22.16111111,0.687640176
513,11/5/2010,18063.45,14.85555556,0.710358984
514,12/3/2010,18473.14,9.594444444,0.715378255
515,1/7/2011,17391.06,9.038888889,0.786176398
516,2/5/2010,70,5.727777778,0.679450839
517,3/12/2010,-698,14.32777778,0.704547196
518,4/9/2010,14,18.81111111,0.73175693
519,10/8/2010,-58,17.73888889,0.695565342
520,11/12/2010,20,15.33888889,0.720661698
521,12/24/2010,89,11.29444444,0.762400902
522,7/8/2011,-198,29.90555556,0.919319175
523,8/5/2011,198,33.13888889,0.9732103
524,6/8/2012,178,25.72222222,0.911922355
525,9/28/2012,224,24.48888889,0.9684552
526,2/5/2010,814,5.727777778,0.679450839
527,3/5/2010,771,8.055555556,0.693451964
528,4/2/2010,247,16.81666667,0.718284149
529,5/7/2010,274,22.52777778,0.748928121
530,6/11/2010,641,26.90555556,0.704811368
531,7/2/2010,157,27.17222222,0.70507554
532,8/13/2010,187,30.55555556,0.7111515
533,9/3/2010,227,27.33888889,0.6807717
534,10/1/2010,666,22.16111111,0.687640176
535,11/5/2010,861,14.85555556,0.710358984
536,12/3/2010,675,9.594444444,0.715378255
537,1/7/2011,117,9.038888889,0.786176398
538,2/5/2010,11501.46,5.727777778,0.679450839
539,3/5/2010,16445.28,8.055555556,0.693451964
540,4/2/2010,12755.33,16.81666667,0.718284149
541,5/7/2010,14878.8,22.52777778,0.748928121
542,6/4/2010,7291.66,27.05,0.714585738
543,7/2/2010,11393.34,27.17222222,0.70507554
544,8/6/2010,11454.96,30.64444444,0.693980309
545,9/3/2010,13015.08,27.33888889,0.6807717
